loan_id,loan_type,borrower_segment,sector,bureau_score,loan_amount,tenure_months,interest_rate,emi_to_income_ratio,collateral_coverage_ratio,utilization_ratio,dpd_last_3m,dpd_last_12m_max,num_restructures,existing_npa_flag,sector_stress_index,gst_filing_delay_days,turnover_decline_pct_yoy,vintage_months,news_headline_text,news_sentiment_score,txn_narration_sample,gst_remark_text,true_pd_12m,default_12m
L109509,Retail-Personal,Salaried,IT/ITES,689.0,259360.0,15,9.21,0.348,1.003,0.616,1,4,0,0,0.0,3.4,-14.7,119,hit by raw material cost spike and margin pressure,-0.32,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0356,0
L109510,MSME,Business-Owner,Services,608.0,568977.0,83,7.42,0.492,0.5,1.031,7,13,0,0,0.601,0.5,-16.42,4,renews existing supplier agreements,0.004,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.4292,1
L109511,Retail-Auto,Self-Employed,Agriculture,643.0,80340.0,143,17.31,0.652,1.252,1.022,4,9,0,0,0.058,1.5,10.36,46,secures fresh equity investment round,0.785,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0234,0
L109512,Retail-Home,Salaried,Textiles,741.0,2212043.0,68,7.06,0.379,1.19,0.461,1,3,0,0,0.0,0.4,3.78,167,renews existing supplier agreements,-0.002,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0413,0
L109513,Corporate,Corporate-Entity,Services,640.0,196535.0,239,6.0,0.163,1.498,0.415,2,3,0,0,0.328,2.9,-11.27,57,expands operations with new manufacturing unit,0.662,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.0385,0
L109514,Retail-Personal,Salaried,Trading,719.0,817043.0,205,7.16,0.44,1.339,0.555,1,5,0,0,0.192,1.9,2.49,99,secures fresh equity investment round,0.622,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0056,0
L109515,Agri,Agri-Borrower,Textiles,681.0,483303.0,96,11.09,0.322,0.266,0.907,1,6,0,0,0.435,11.4,17.11,162,wins large government infrastructure contract,0.657,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0456,0
L109516,Agri,Agri-Borrower,Hospitality,585.0,124368.0,105,7.49,0.192,0.788,0.601,8,10,1,0,0.478,7.0,-10.43,104,files regular GST returns on schedule,-0.002,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.4439,0
L109517,Retail-Auto,Self-Employed,Agriculture,826.0,1833856.0,125,9.81,0.33,1.356,0.75,1,6,0,0,0.198,4.7,-18.63,66,expands operations with new manufacturing unit,0.505,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0082,0
L109518,Retail-Home,Salaried,Hospitality,733.0,1453681.0,87,6.0,0.422,0.353,0.724,4,6,0,0,0.31,11.6,-10.53,71,sees promoter stake pledge increase sharply,-0.712,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.3483,0
L109519,Retail-Personal,Salaried,Real Estate,710.0,78611.0,25,14.76,0.508,0.749,0.833,3,7,0,0,0.277,3.5,1.5,30,continues routine operations this quarter,-0.069,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0898,0
L109520,Agri,Agri-Borrower,Healthcare,730.0,408020.0,99,12.76,0.278,0.928,0.765,2,8,0,0,0.608,0.8,-18.65,86,files regular GST returns on schedule,-0.01,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0832,0
L109521,MSME,Business-Owner,Real Estate,519.0,555766.0,142,7.7,0.284,0.88,0.391,4,11,0,0,0.621,0.8,-7.35,119,files regular GST returns on schedule,0.154,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1855,0
L109522,Retail-Personal,Salaried,Agriculture,636.0,50000.0,70,6.0,0.335,1.018,0.589,0,7,0,0,0.397,6.4,0.72,144,upgraded by rating agency on strong fundamentals,0.467,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0322,0
L109523,MSME,Business-Owner,Healthcare,543.0,50000.0,59,8.79,0.613,0.628,0.438,4,8,0,0,0.307,7.3,11.44,79,files regular GST returns on schedule,0.144,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.3981,0
L109524,Retail-Personal,Salaried,Trading,691.0,176835.0,130,13.45,0.551,0.525,0.784,3,5,0,0,0.433,13.9,-20.24,91,reports order book decline for third straight quarter,-0.445,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.4216,0
L109525,MSME,Business-Owner,Construction,709.0,104345.0,15,14.73,0.435,1.08,0.68,1,3,0,0,0.284,9.7,6.75,60,hit by raw material cost spike and margin pressure,-0.62,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1162,0
L109526,MSME,Business-Owner,Textiles,693.0,140382.0,180,10.79,0.429,0.828,0.69,0,3,0,0,0.012,3.9,2.8,167,files regular GST returns on schedule,0.3,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0175,0
L109527,Retail-Personal,Salaried,Manufacturing,786.0,104364.0,167,10.0,0.303,1.746,0.641,1,6,0,0,0.311,13.8,2.59,55,secures fresh equity investment round,0.696,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0127,0
L109528,Corporate,Corporate-Entity,Healthcare,545.0,386685.0,232,9.76,0.466,0.456,0.17,9,13,0,0,0.642,4.7,4.52,19,faces liquidity crunch amid delayed receivables,-0.392,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.3589,0
L109529,Retail-Home,Salaried,Hospitality,608.0,165793.0,45,12.41,0.201,0.877,0.69,6,9,0,0,0.644,20.4,29.0,179,wins large government infrastructure contract,0.332,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.2056,0
L109530,MSME,Business-Owner,Trading,717.0,1506595.0,193,14.14,0.422,0.37,0.234,1,2,0,1,0.56,3.0,4.8,173,reports record quarterly revenue growth,0.564,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1974,0
L109531,MSME,Business-Owner,Hospitality,704.0,539446.0,35,11.07,0.05,1.046,0.298,2,3,0,0,0.373,1.9,8.05,58,files regular GST returns on schedule,-0.19,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0858,0
L109532,Agri,Agri-Borrower,Manufacturing,562.0,1059963.0,187,10.38,0.104,0.817,0.832,7,7,0,0,0.225,0.6,-3.95,136,under scrutiny after key client contract termination,-0.591,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1243,0
L109533,Retail-Auto,Self-Employed,Trading,788.0,69072.0,64,13.84,0.06,1.11,0.453,3,7,0,0,0.955,2.3,-20.6,61,sees promoter stake pledge increase sharply,-0.343,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.2169,0
L109534,Agri,Agri-Borrower,Healthcare,819.0,221672.0,199,15.98,0.632,0.614,0.207,1,3,0,0,0.394,2.8,-6.45,175,continues routine operations this quarter,0.014,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0272,0
L109535,Retail-Home,Salaried,IT/ITES,718.0,513928.0,43,10.64,0.326,0.164,0.395,1,5,0,0,0.086,5.8,-6.78,83,wins large government infrastructure contract,0.328,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0173,0
L109536,Corporate,Corporate-Entity,Hospitality,544.0,728160.0,196,11.75,0.147,1.411,0.736,3,3,0,0,0.0,2.3,-1.38,165,wins large government infrastructure contract,0.266,LOAN RESTRUCTURE REQUEST,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1852,0
L109537,Retail-Home,Salaried,Agriculture,694.0,216974.0,154,9.25,0.716,1.26,0.432,0,4,0,0,0.266,6.0,5.59,50,renews existing supplier agreements,0.008,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1037,0
L109538,MSME,Business-Owner,Textiles,711.0,254933.0,22,11.74,0.234,1.277,0.828,0,3,0,0,0.599,9.3,3.03,37,sees promoter stake pledge increase sharply,-0.295,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.2816,0
L109539,Retail-Personal,Salaried,Trading,656.0,287595.0,72,8.72,0.429,1.256,0.778,1,5,0,0,0.262,3.3,17.68,170,renews existing supplier agreements,-0.065,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1247,0
L109540,Agri,Agri-Borrower,IT/ITES,801.0,318810.0,120,15.77,0.233,0.94,0.801,2,6,0,0,0.313,0.4,9.49,77,renews existing supplier agreements,0.18,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0245,0
L109541,Agri,Agri-Borrower,Hospitality,670.0,4783184.0,164,14.16,0.469,1.145,0.713,0,4,0,0,0.567,18.0,-10.58,63,renews existing supplier agreements,-0.293,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1533,0
L109542,Retail-Auto,Self-Employed,Textiles,869.0,624413.0,179,16.71,0.348,0.537,0.232,1,6,0,0,0.663,1.2,6.69,61,renews existing supplier agreements,-0.013,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0379,0
L109543,MSME,Business-Owner,Hospitality,750.0,462251.0,136,9.82,0.238,0.733,0.485,2,4,0,0,0.298,0.1,3.91,153,files regular GST returns on schedule,-0.03,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0561,0
L109544,MSME,Business-Owner,Construction,705.0,110757.0,169,17.71,0.15,1.354,0.66,2,5,1,0,0.498,6.2,-14.46,52,continues routine operations this quarter,0.047,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0646,0
L109545,Retail-Home,Salaried,Hospitality,763.0,113677.0,92,12.23,0.244,1.712,0.35,1,5,0,0,0.206,3.7,-0.56,65,wins large government infrastructure contract,0.26,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0082,0
L109546,MSME,Business-Owner,Textiles,818.0,349924.0,86,11.1,0.199,1.031,0.678,3,7,0,0,0.443,10.9,-1.86,33,continues routine operations this quarter,-0.154,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0857,0
L109547,MSME,Business-Owner,Trading,761.0,1534036.0,56,15.27,0.086,0.0,0.817,1,3,0,0,0.894,0.5,-12.77,112,continues routine operations this quarter,0.125,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1041,0
L109548,MSME,Business-Owner,Construction,673.0,355381.0,164,8.44,0.46,1.042,0.268,2,3,0,0,0.381,0.1,4.77,31,renews existing supplier agreements,-0.106,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0607,0
L109549,Retail-Personal,Salaried,Agriculture,621.0,372524.0,165,11.6,0.517,1.468,0.098,2,7,0,0,0.448,7.6,8.14,94,files regular GST returns on schedule,-0.011,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1515,0
L109550,Agri,Agri-Borrower,Manufacturing,579.0,195112.0,220,11.03,0.248,0.778,0.574,4,6,1,0,0.631,4.6,-12.91,177,flags working capital stress in latest filing,-0.726,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.795,1
L109551,Retail-Personal,Salaried,Real Estate,460.0,65131.0,131,12.75,0.05,0.498,1.16,3,7,1,0,0.461,2.0,8.71,151,renews existing supplier agreements,-0.058,LOAN RESTRUCTURE REQUEST,DELAYED FILING - MISMATCH IN ITC CLAIM,0.6785,1
L109552,MSME,Business-Owner,Services,696.0,715391.0,152,10.17,0.404,1.284,0.537,2,7,0,0,0.225,10.5,1.47,165,renews existing supplier agreements,-0.258,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.2223,0
L109553,Retail-Personal,Salaried,IT/ITES,645.0,334441.0,176,9.88,0.373,0.758,0.232,1,2,0,0,0.065,4.9,-1.89,62,upgraded by rating agency on strong fundamentals,0.835,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.0211,0
L109554,Retail-Personal,Salaried,Hospitality,650.0,722617.0,210,10.36,0.2,0.755,0.689,0,7,0,0,0.459,6.4,-3.23,96,continues routine operations this quarter,-0.061,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0896,0
L109555,Retail-Personal,Salaried,Agriculture,773.0,524445.0,127,10.63,0.341,0.232,0.632,0,4,0,0,0.193,2.1,-21.58,67,reports record quarterly revenue growth,0.475,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0314,0
L109556,Retail-Auto,Self-Employed,IT/ITES,670.0,153199.0,182,11.74,0.05,0.24,0.694,0,1,0,0,0.438,2.0,-15.7,171,faces liquidity crunch amid delayed receivables,-0.463,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1368,0
L109557,MSME,Business-Owner,Textiles,851.0,566907.0,194,15.36,0.351,1.234,1.097,2,3,0,1,0.547,9.8,2.37,81,files regular GST returns on schedule,-0.033,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.4146,1
L109558,MSME,Business-Owner,Healthcare,628.0,106921.0,144,6.0,0.327,0.405,0.247,1,2,0,0,0.44,1.0,-5.7,142,files regular GST returns on schedule,-0.107,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.3816,0
L109559,MSME,Business-Owner,Manufacturing,593.0,562022.0,137,13.8,0.549,1.608,0.739,8,9,0,0,0.455,4.3,17.76,106,files regular GST returns on schedule,0.002,OD LIMIT BREACH,DELAYED FILING - MISMATCH IN ITC CLAIM,0.3789,1
L109560,MSME,Business-Owner,Construction,567.0,412866.0,164,10.08,0.388,1.698,0.545,5,6,1,0,0.0,10.1,-23.87,73,faces liquidity crunch amid delayed receivables,-0.709,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2403,0
L109561,Retail-Personal,Salaried,IT/ITES,745.0,2408848.0,197,10.96,0.364,0.483,0.655,1,6,0,0,0.687,7.5,0.26,21,hit by raw material cost spike and margin pressure,-0.509,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.2545,0
L109562,Retail-Personal,Salaried,Manufacturing,784.0,170488.0,139,8.24,0.645,0.624,0.382,1,3,0,0,0.455,5.1,-7.67,32,renews existing supplier agreements,-0.023,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.073,0
L109563,MSME,Business-Owner,Real Estate,627.0,102788.0,137,11.64,0.231,1.182,0.201,1,5,0,0,0.277,4.1,11.62,103,files regular GST returns on schedule,-0.014,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0872,0
L109564,MSME,Business-Owner,IT/ITES,584.0,280835.0,61,10.33,0.126,1.511,0.964,6,9,1,0,0.385,4.4,-1.32,10,continues routine operations this quarter,0.224,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1838,0
L109565,MSME,Business-Owner,Manufacturing,818.0,864576.0,231,10.83,0.487,0.968,1.0,3,4,0,0,0.715,7.1,-8.15,144,renews existing supplier agreements,0.085,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0563,0
L109566,Retail-Home,Salaried,Manufacturing,549.0,50000.0,25,13.25,0.507,0.64,1.038,6,9,0,0,0.235,6.8,8.73,49,continues routine operations this quarter,-0.236,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1508,0
L109567,Corporate,Corporate-Entity,Trading,771.0,1159021.0,206,13.41,0.51,0.745,0.367,2,5,0,0,0.392,1.0,8.69,26,under scrutiny after key client contract termination,-0.45,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.207,1
L109568,Retail-Personal,Salaried,IT/ITES,629.0,351696.0,99,15.76,0.315,0.945,0.513,3,8,1,0,0.27,0.6,7.26,95,continues routine operations this quarter,0.01,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1645,1
L109569,MSME,Business-Owner,Textiles,716.0,125983.0,69,9.72,0.243,0.685,0.856,2,5,1,0,0.086,15.3,-11.49,52,wins large government infrastructure contract,0.485,MINIMUM BALANCE PENALTY,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1077,0
L109570,Retail-Personal,Salaried,Agriculture,777.0,295189.0,63,13.55,0.164,1.388,0.512,1,9,0,0,0.535,12.8,7.89,98,under scrutiny after key client contract termination,-0.577,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2012,0
L109571,MSME,Business-Owner,Textiles,723.0,195794.0,178,13.4,0.217,0.622,0.38,2,5,0,0,0.753,1.9,-18.76,83,upgraded by rating agency on strong fundamentals,0.513,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0639,0
L109572,Retail-Auto,Self-Employed,Agriculture,653.0,114965.0,78,11.76,0.124,1.084,0.655,1,4,1,0,0.724,9.8,-4.84,159,reports record quarterly revenue growth,0.459,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1527,0
L109573,MSME,Business-Owner,Construction,806.0,52446.0,42,16.56,0.284,1.205,0.242,0,3,0,0,0.516,1.8,-9.69,85,renews existing supplier agreements,0.1,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0264,0
L109574,Retail-Personal,Salaried,Manufacturing,706.0,988088.0,117,9.59,0.599,0.904,0.096,0,4,0,0,0.411,3.4,-27.31,116,reports order book decline for third straight quarter,-0.879,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2789,1
L109575,MSME,Business-Owner,Manufacturing,900.0,239084.0,219,11.95,0.268,0.81,1.138,1,4,0,0,0.474,11.4,-5.99,69,renews existing supplier agreements,-0.218,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0175,0
L109576,Retail-Personal,Salaried,IT/ITES,527.0,287615.0,210,12.41,0.369,0.89,0.476,3,5,0,0,0.508,10.1,8.39,117,sees promoter stake pledge increase sharply,-0.78,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.703,1
L109577,MSME,Business-Owner,Healthcare,525.0,1120466.0,90,7.91,0.432,0.552,0.755,3,6,1,0,0.567,3.1,6.13,32,reports record quarterly revenue growth,0.675,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2575,0
L109578,Retail-Personal,Salaried,Services,769.0,470453.0,159,15.29,0.296,1.21,0.482,2,3,0,0,0.979,3.6,12.19,23,under scrutiny after key client contract termination,-0.417,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1437,0
L109579,Retail-Personal,Salaried,Services,677.0,79590.0,120,11.18,0.295,0.848,0.61,2,2,0,0,0.691,6.7,8.06,100,under scrutiny after key client contract termination,-0.384,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0402,0
L109580,MSME,Business-Owner,Agriculture,751.0,927341.0,102,12.81,0.543,0.799,0.564,1,3,0,0,0.05,7.7,0.24,161,reports order book decline for third straight quarter,-0.659,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0424,1
L109581,Retail-Personal,Salaried,IT/ITES,581.0,2263040.0,16,16.24,0.378,0.462,0.176,5,6,0,0,0.453,2.4,-17.07,179,continues routine operations this quarter,0.049,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1047,0
L109582,Retail-Home,Salaried,Textiles,685.0,769429.0,47,12.15,0.519,1.679,0.4,2,5,0,0,0.464,4.1,20.9,156,wins large government infrastructure contract,0.443,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0373,0
L109583,Corporate,Corporate-Entity,Textiles,721.0,170841.0,209,11.62,0.708,1.243,0.731,2,5,0,0,0.509,3.6,-38.25,63,wins large government infrastructure contract,0.897,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0361,0
L109584,Corporate,Corporate-Entity,Manufacturing,631.0,87548.0,231,11.7,0.22,0.316,0.633,0,3,0,0,0.118,5.8,2.73,42,faces liquidity crunch amid delayed receivables,-0.606,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.3689,0
L109585,Corporate,Corporate-Entity,Agriculture,701.0,164139.0,228,8.49,0.327,1.126,0.546,2,2,0,0,0.633,5.4,-13.77,89,renews existing supplier agreements,-0.3,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1012,0
L109586,Retail-Home,Salaried,Healthcare,557.0,495507.0,229,10.36,0.325,0.656,0.04,7,8,2,0,0.083,16.5,10.18,82,files regular GST returns on schedule,0.022,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.5833,0
L109587,MSME,Business-Owner,Textiles,716.0,2124149.0,119,11.05,0.276,0.536,0.679,0,5,0,0,0.486,6.3,5.85,63,expands operations with new manufacturing unit,0.395,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0532,0
L109588,MSME,Business-Owner,Real Estate,810.0,191896.0,27,11.79,0.285,0.607,0.436,1,3,0,0,0.861,1.9,3.39,33,expands operations with new manufacturing unit,0.624,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0278,0
L109589,Retail-Personal,Salaried,IT/ITES,569.0,216684.0,54,15.64,0.56,1.108,0.396,7,9,1,0,0.152,3.2,-6.07,176,sees promoter stake pledge increase sharply,-0.368,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.7113,1
L109590,MSME,Business-Owner,Real Estate,563.0,1360807.0,193,14.29,0.365,0.842,0.342,7,13,1,0,0.369,10.5,2.56,132,hit by raw material cost spike and margin pressure,-0.892,ECS BOUNCE CHARGES,DELAYED FILING - MISMATCH IN ITC CLAIM,0.876,1
L109591,Retail-Personal,Salaried,Textiles,787.0,274467.0,170,9.74,0.723,0.88,0.571,0,4,0,0,0.335,2.7,-12.86,135,secures fresh equity investment round,0.797,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.0307,0
L109592,Agri,Agri-Borrower,Textiles,562.0,2914991.0,237,11.43,0.289,1.013,0.523,5,8,1,0,0.376,3.4,-14.7,177,files regular GST returns on schedule,0.119,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.264,0
L109593,MSME,Business-Owner,Textiles,756.0,375903.0,79,15.7,0.576,1.276,0.45,0,0,0,0,0.655,1.7,9.17,11,reports order book decline for third straight quarter,-0.401,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1827,0
L109594,Retail-Auto,Self-Employed,Services,685.0,1598453.0,102,6.33,0.614,1.825,0.888,0,3,0,0,0.452,3.9,-1.12,31,renews existing supplier agreements,0.217,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0264,0
L109595,Retail-Auto,Self-Employed,Agriculture,642.0,674051.0,230,10.82,0.338,0.795,0.559,2,5,0,0,0.515,1.9,13.79,72,renews existing supplier agreements,-0.065,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2247,0
L109596,Retail-Personal,Salaried,Trading,812.0,962991.0,220,7.58,0.417,0.73,0.185,2,5,0,0,0.347,8.9,28.41,75,files regular GST returns on schedule,-0.191,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0335,0
L109597,Retail-Home,Salaried,Agriculture,764.0,364115.0,82,18.83,0.482,0.942,0.391,2,5,0,0,0.326,1.3,2.35,41,renews existing supplier agreements,0.078,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0136,0
L109598,MSME,Business-Owner,Trading,705.0,391277.0,230,13.82,0.266,1.182,0.604,2,4,0,0,0.63,8.2,-8.42,43,renews existing supplier agreements,0.062,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0469,0
L109599,MSME,Business-Owner,Agriculture,486.0,701385.0,143,10.01,0.6,1.339,0.718,4,9,1,0,0.683,9.0,-7.05,155,under scrutiny after key client contract termination,-0.677,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.8095,1
L109600,MSME,Business-Owner,Hospitality,744.0,1064434.0,238,11.39,0.228,0.502,0.302,1,5,1,0,0.31,0.5,17.62,28,files regular GST returns on schedule,-0.038,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0978,0
L109601,Retail-Personal,Salaried,Agriculture,584.0,789115.0,23,9.03,0.272,1.87,0.302,5,9,1,0,0.266,3.6,7.4,168,reports record quarterly revenue growth,0.598,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0394,0
L109602,MSME,Business-Owner,Healthcare,660.0,63311.0,143,17.47,0.274,0.429,0.672,0,5,0,0,0.407,0.3,-1.87,76,under scrutiny after key client contract termination,-0.528,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1842,0
L109603,Retail-Auto,Self-Employed,Agriculture,681.0,587394.0,237,6.0,0.384,1.256,0.569,0,1,1,0,0.07,11.6,-0.05,129,expands operations with new manufacturing unit,0.821,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0404,0
L109604,Retail-Personal,Salaried,Hospitality,851.0,214863.0,231,12.48,0.399,1.201,0.642,0,1,0,0,0.443,7.5,-5.34,155,continues routine operations this quarter,-0.095,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0226,0
L109605,Agri,Agri-Borrower,Services,657.0,242688.0,143,11.29,0.255,0.339,0.38,2,4,0,0,0.922,9.9,-2.83,6,under scrutiny after key client contract termination,-0.638,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.767,1
L109606,MSME,Business-Owner,Real Estate,552.0,731793.0,21,8.41,0.333,1.008,0.758,3,4,1,0,0.174,3.0,19.83,60,flags working capital stress in latest filing,-0.542,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.5303,0
L109607,MSME,Business-Owner,Healthcare,812.0,2863946.0,234,10.75,0.183,0.202,0.743,0,2,0,0,0.39,3.0,-24.49,26,sees promoter stake pledge increase sharply,-0.665,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1556,0
L109608,Agri,Agri-Borrower,Real Estate,745.0,342746.0,48,6.64,0.525,0.568,0.707,0,2,0,0,0.148,2.1,20.12,86,reports order book decline for third straight quarter,-0.524,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1025,0
L109609,Retail-Auto,Self-Employed,Trading,749.0,3875436.0,80,16.21,0.454,0.873,0.435,1,8,0,0,0.687,2.2,4.63,102,faces liquidity crunch amid delayed receivables,-0.852,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.3722,0
L109610,Agri,Agri-Borrower,Real Estate,814.0,132363.0,211,11.58,0.298,0.957,0.43,0,2,0,0,0.658,1.1,15.31,41,sees promoter stake pledge increase sharply,-0.733,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1033,0
